token,t0x,t0y,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,t5x,t5y
30e55a3ec6184d8cb1944b39ba19d622,-0.2126375287771225,1.51540207862854,-0.5679503083229065,3.571178674697876,-1.1022759675979614,6.06235408782959,-1.8655604124069214,9.106205940246582,-2.8349781036376953,12.3663330078125,-3.9347429275512695,15.989397048950195
cc18fde20db74d30825b0b60ec511b7b,-0.10234386473894119,5.990199565887451,-0.4522947669029236,11.992050170898438,-1.0655866861343384,18.00343894958496,-1.943092942237854,24.028282165527344,-2.958575963973999,30.019132614135742,-4.156843662261963,35.988563537597656
08e76760a8c64a92a86686baf68f6aff,-0.16371269524097443,5.147221088409424,-0.5837790966033936,10.297140121459961,-1.267961025238037,15.408514022827148,-2.285149097442627,20.50164222717285,-3.429086446762085,25.524635314941406,-4.803810119628906,30.500534057617188
2140329a6990437aa46b83c30f49cf49,-0.10897066444158554,4.648059844970703,-0.4366314709186554,9.247803688049316,-0.9828615188598633,13.783336639404297,-1.8376224040985107,18.26097297668457,-2.858734369277954,22.64130210876465,-4.079188346862793,26.974105834960938
01a7d01c014f406f87b8fe11976c3d0a,-0.09781680256128311,4.917867660522461,-0.3974950909614563,9.781633377075195,-0.9168500900268555,14.57423210144043,-1.7429656982421875,19.301776885986328,-2.736814022064209,23.925567626953125,-3.9412307739257812,28.479928970336914
a2fada921a7d4141877f4a51328a21af,-0.06006286293268204,4.79747200012207,-0.2793869972229004,9.544926643371582,-0.6882725954055786,14.221454620361328,-1.366023063659668,18.835880279541016,-2.228771686553955,23.356124877929688,-3.2576637268066406,27.801607131958008
b06a815164ec466f9fdb525522bb3799,-0.002219913061708212,4.61764669418335,-0.04849793016910553,9.16409969329834,-0.10494910180568695,13.638686180114746,-0.18951013684272766,18.004974365234375,-0.28652042150497437,22.256322860717773,-0.3806402087211609,26.39594268798828
5bd85334fdf94fb99c7eaa45d5feba0d,0.009880738332867622,4.661961078643799,-0.00741744227707386,9.222358703613281,-0.034722305834293365,13.680084228515625,-0.081199049949646,18.004165649414062,-0.13479098677635193,22.196392059326172,-0.18393096327781677,26.252277374267578
61f89208546a4045af336659ebe8db05,0.012558573856949806,4.598211288452148,0.00044232327491045,9.07354736328125,-0.023258734494447708,13.424846649169922,-0.06354402005672455,17.619386672973633,-0.10982903838157654,21.665699005126953,-0.1503220796585083,25.555099487304688
3bf56ebb22b741339967a95a9fbe2081,0.015747973695397377,4.362017631530762,0.009634156711399555,8.566604614257812,-0.01001314353197813,12.615266799926758,-0.042506709694862366,16.47325897216797,-0.0814124271273613,20.157939910888672,-0.11214398592710495,23.651384353637695
