token,t0x,t0y,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,t5x,t5y
30e55a3ec6184d8cb1944b39ba19d622,-0.09838449954986572,4.12056827545166,-0.4470072388648987,8.267205238342285,-1.0865654945373535,12.34635066986084,-1.9986319541931152,16.358665466308594,-3.161574363708496,20.384302139282227,-4.5041584968566895,24.31463050842285
cc18fde20db74d30825b0b60ec511b7b,-0.15002769231796265,4.632330894470215,-0.5787700414657593,9.213703155517578,-1.3011252880096436,13.71230697631836,-2.2960402965545654,18.075687408447266,-3.519925594329834,22.420595169067383,-4.917817115783691,26.651416778564453
08e76760a8c64a92a86686baf68f6aff,-0.13822214305400848,4.649637699127197,-0.5256855487823486,9.204326629638672,-1.1797789335250854,13.655517578125,-2.076193332672119,17.940980911254883,-3.1815178394317627,22.172517776489258,-4.4447021484375,26.264591217041016
2140329a6990437aa46b83c30f49cf49,-0.15978482365608215,4.936241626739502,-0.5922799110412598,9.877165794372559,-1.296095371246338,14.785602569580078,-2.253601312637329,19.61435317993164,-3.4263384342193604,24.448116302490234,-4.7580885887146,29.16919708251953
01a7d01c014f406f87b8fe11976c3d0a,-0.14805203676223755,5.053450584411621,-0.5391571521759033,10.139093399047852,-1.1711559295654297,15.223649978637695,-2.0374746322631836,20.262426376342773,-3.096135139465332,25.317167282104492,-4.299418926239014,30.27701187133789
a2fada921a7d4141877f4a51328a21af,-0.14036622643470764,5.041564464569092,-0.49102213978767395,10.111235618591309,-1.0430108308792114,15.183359146118164,-1.7746083736419678,20.22879981994629,-2.6622180938720703,25.273456573486328,-3.659545660018921,30.240375518798828
b06a815164ec466f9fdb525522bb3799,-0.08664080500602722,5.263610363006592,-0.30734390020370483,10.524984359741211,-0.6339139342308044,15.71823501586914,-1.0392751693725586,20.84774398803711,-1.5081360340118408,25.90772819519043,-2.0119755268096924,30.89859962463379
5bd85334fdf94fb99c7eaa45d5feba0d,-0.04218507930636406,5.06358003616333,-0.1576557457447052,10.090677261352539,-0.3285660743713379,15.049139022827148,-0.5410408973693848,19.942401885986328,-0.7770556211471558,24.741958618164062,-1.029869556427002,29.479352951049805
61f89208546a4045af336659ebe8db05,-0.008888166397809982,4.9427618980407715,-0.06504084169864655,9.858592987060547,-0.16600129008293152,14.725210189819336,-0.309922456741333,19.544628143310547,-0.4800696074962616,24.28830909729004,-0.6740173101425171,28.990875244140625
3bf56ebb22b741339967a95a9fbe2081,-0.0074294619262218475,4.763792991638184,-0.057401735335588455,9.492650985717773,-0.14670759439468384,14.17108154296875,-0.274469256401062,18.795137405395508,-0.4212378263473511,23.331052780151367,-0.5864936709403992,27.814308166503906
296fcfbf2e29489699f1cb5631f38ff5,0.03482704237103462,4.663293838500977,0.061334483325481415,9.297605514526367,0.06554622203111649,13.903667449951172,0.03155364841222763,18.47991180419922,-0.0225302055478096,23.000980377197266,-0.10411012917757034,27.491016387939453
f7d75d25c86941f3aecfed9efea1a3e3,0.01966002956032753,4.148431777954102,0.015167230740189552,8.179252624511719,-0.019234826788306236,12.109726905822754,-0.08771161735057831,15.939620971679688,-0.18877914547920227,19.65204620361328,-0.32125240564346313,23.283641815185547
1dfecb8189f54b999f4e47ddaa677fd0,0.033361587673425674,3.923041820526123,0.043791040778160095,7.743699073791504,0.0029297620058059692,11.471770286560059,-0.10012000799179077,15.104537963867188,-0.26966050267219543,18.629531860351562,-0.49191606044769287,22.07701873779297
830ba619959e4802a955ac40c5ee9453,0.007380712777376175,3.970766544342041,-0.029220227152109146,7.826047897338867,-0.12479041516780853,11.573086738586426,-0.27225732803344727,15.196800231933594,-0.47851842641830444,18.6887264251709,-0.7223314046859741,22.081209182739258
dc2b67cdadca4deb89d7d684f2894292,0.0029359199106693268,3.68967866897583,-0.04649290069937706,7.29704475402832,-0.1592637151479721,10.816665649414062,-0.33591145277023315,14.243053436279297,-0.5785717964172363,17.548521041870117,-0.8625422716140747,20.779815673828125
e1dffaba060040cfab07dec04790fbfa,0.0008183158934116364,3.527109146118164,-0.04469660297036171,6.971600532531738,-0.1486731320619583,10.33059310913086,-0.3134366273880005,13.601592063903809,-0.5370061993598938,16.752418518066406,-0.7990634441375732,19.82332420349121
be28204a6a5a42ed9939d95ec3f22f5f,-0.009583849459886551,3.0881972312927246,-0.06140026077628136,5.972408294677734,-0.1399606317281723,8.659873962402344,-0.24756386876106262,11.170332908630371,-0.3867952227592468,13.511743545532227,-0.5470578074455261,15.680970191955566
